id,school_id_k,tch_id_k,cltype_k,cltype_1,actual_size_k,in_STAR_k,in_STAR_1,in_STAR_2,in_STAR_3,gender,race,age_in_1985,tch_gender,tch_race,tch_degree,tch_exp,gktreadss,gktmathss,gkwordskillss,std_read_score_k,std_math_score_k,std_word_score_k,pctile_math_k,pctile_read_k,pctile_word_k,freelunch_k
19578,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.980822,,,,,,,,,,,,,,
19579,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.767123,,,,,,,,,,,,,,
19580,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.038356,,,,,,,,,,,,,,
19581,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.180822,,,,,,,,,,,,,,
19582,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",4.989041,,,,,,,,,,,,,,
19583,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",6.487671,,,,,,,,,,,,,,
19584,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.126028,,,,,,,,,,,,,,
19585,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.249315,,,,,,,,,,,,,,
19586,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.175343,,,,,,,,,,,,,,
19587,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.504109,,,,,,,,,,,,,,
19588,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.30137,,,,,,,,,,,,,,
19589,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.956164,,,,,,,,,,,,,,
19590,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.156164,,,,,,,,,,,,,,
19591,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.863014,,,,,,,,,,,,,,
19592,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.547945,,,,,,,,,,,,,,
19593,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.967124,,,,,,,,,,,,,,
19594,,,,,,"NO","NO","YES","YES","MALE","BLACK",4.956164,,,,,,,,,,,,,,
19595,244806,24480601,"SMALL CLASS","REGULAR + AIDE CLASS",14,"YES","YES","YES","NO","FEMALE","BLACK",5.084931,"FEMALE","WHITE","BACHELORS",1,431,520,435,-.1308148,.7923307,.069243,77,48,55,1
19596,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.164383,,,,,,,,,,,,,,
19597,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.49863,,,,,,,,,,,,,,
19598,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",6.493151,,,,,,,,,,,,,,
19599,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.720548,,,,,,,,,,,,,,
19600,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",7.753425,,,,,,,,,,,,,,
19601,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.383562,,,,,,,,,,,,,,
19602,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.630137,,,,,,,,,,,,,,
19603,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.827397,,,,,,,,,,,,,,
19604,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",6.260274,,,,,,,,,,,,,,
19605,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",6.561644,,,,,,,,,,,,,,
19606,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.421918,,,,,,,,,,,,,,
19607,,,,,,"NO","NO","NO","YES","MALE","BLACK",8.328767,,,,,,,,,,,,,,
19608,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.569863,,,,,,,,,,,,,,
19609,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.989041,,,,,,,,,,,,,,
19610,,,,,,"NO","NO","YES","NO","MALE",,5.421918,,,,,,,,,,,,,,
19611,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.60274,,,,,,,,,,,,,,
19612,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.684931,,,,,,,,,,,,,,
19613,,,,,,"NO","NO","YES","NO","MALE","WHITE",6.528767,,,,,,,,,,,,,,
19614,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.024658,,,,,,,,,,,,,,
19615,,,,,,"NO","NO","YES","NO","MALE","BLACK",5.706849,,,,,,,,,,,,,,
19616,,,,,,"NO","NO","YES","NO","FEMALE",,5.586301,,,,,,,,,,,,,,
19617,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.838356,,,,,,,,,,,,,,
19618,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE",,,,,,,,,,,,,,,,
19619,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.323287,,,,,,,,,,,,,,
19620,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.791781,,,,,,,,,,,,,,
19621,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.460274,,,,,,,,,,,,,,
19622,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.80548,,,,,,,,,,,,,,
19623,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.824657,,,,,,,,,,,,,,
19624,,,,,,"NO","NO","YES","YES","MALE","WHITE",,,,,,,,,,,,,,,
19625,189378,18937803,"REGULAR + AIDE CLASS","REGULAR CLASS",20,"YES","YES","YES","YES","FEMALE","WHITE",6.690411,"FEMALE","WHITE","MASTERS",5,416,478,405,-.6112572,-.1069593,-.7563518,46,26,20,0
19626,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.131507,,,,,,,,,,,,,,
19627,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.717808,,,,,,,,,,,,,,
19628,,,,"REGULAR CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",5.80274,,,,,,,,,,,,,,
19629,,,,,,"NO","NO","YES","YES","MALE","WHITE",4.986301,,,,,,,,,,,,,,
19630,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.621918,,,,,,,,,,,,,,
19631,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.038356,,,,,,,,,,,,,,
19632,,,,"REGULAR CLASS",,"NO","YES","YES","NO","MALE","BLACK",6.010959,,,,,,,,,,,,,,
19633,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.438356,,,,,,,,,,,,,,
19634,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.09863,,,,,,,,,,,,,,
19635,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.682192,,,,,,,,,,,,,,
19636,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.041096,,,,,,,,,,,,,,
19637,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.564384,,,,,,,,,,,,,,
19638,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.512329,,,,,,,,,,,,,,
19639,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.736986,,,,,,,,,,,,,,
19640,244774,24477405,"REGULAR CLASS","REGULAR CLASS",26,"YES","YES","YES","YES","FEMALE","BLACK",5.663014,"FEMALE","BLACK","BACHELORS",6,,,,,,,,,,1
19641,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.342466,,,,,,,,,,,,,,
19642,,,,"REGULAR CLASS",,"NO","YES","NO","YES","FEMALE","BLACK",6.504109,,,,,,,,,,,,,,
19643,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.484931,,,,,,,,,,,,,,
19644,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.761644,,,,,,,,,,,,,,
19645,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.69589,,,,,,,,,,,,,,
19646,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.512329,,,,,,,,,,,,,,
19647,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.572603,,,,,,,,,,,,,,
19648,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.309589,,,,,,,,,,,,,,
19649,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.821918,,,,,,,,,,,,,,
19650,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.005479,,,,,,,,,,,,,,
19651,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.00274,,,,,,,,,,,,,,
19652,,,,,,"NO","NO","NO","YES","MALE","BLACK",4.871233,,,,,,,,,,,,,,
19653,,,,,,"NO","NO","YES","YES","MALE","BLACK",7.057534,,,,,,,,,,,,,,
19654,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","BLACK",6.224658,,,,,,,,,,,,,,
19655,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.726027,,,,,,,,,,,,,,
19656,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",4.843836,,,,,,,,,,,,,,
19657,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.413699,,,,,,,,,,,,,,
19658,,,,,,"NO","NO","YES","YES","MALE","WHITE",4.936986,,,,,,,,,,,,,,
19659,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.846575,,,,,,,,,,,,,,
19660,169229,16922904,"REGULAR + AIDE CLASS","REGULAR CLASS",24,"YES","YES","YES","YES","MALE","WHITE",5.326027,"FEMALE","BLACK","BACHELORS",5,455,520,449,.6378931,.7923307,.4545206,77,77,67,0
19661,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.619178,,,,,,,,,,,,,,
19662,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.361644,,,,,,,,,,,,,,
19663,,,,,,"NO","NO","YES","NO","MALE","WHITE",6.810959,,,,,,,,,,,,,,
19664,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.915069,,,,,,,,,,,,,,
19665,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.841096,,,,,,,,,,,,,,
19666,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.460274,,,,,,,,,,,,,,
19667,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.934247,,,,,,,,,,,,,,
19668,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.654795,,,,,,,,,,,,,,
19669,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",8.369863,,,,,,,,,,,,,,
19670,,,,"REGULAR CLASS",,"NO","YES","YES","NO","MALE","BLACK",6.841096,,,,,,,,,,,,,,
19671,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.758904,,,,,,,,,,,,,,
19672,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.189041,,,,,,,,,,,,,,
19673,,,,"SMALL CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.926027,,,,,,,,,,,,,,
19674,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.572603,,,,,,,,,,,,,,
19675,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",6.013699,,,,,,,,,,,,,,
19676,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.389041,,,,,,,,,,,,,,
19677,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.515069,,,,,,,,,,,,,,
19678,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.394521,,,,,,,,,,,,,,
19679,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.227397,,,,,,,,,,,,,,
19680,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.084931,,,,,,,,,,,,,,
19681,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.906849,,,,,,,,,,,,,,
19682,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.465754,,,,,,,,,,,,,,
19683,,,,"REGULAR CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",4.778082,,,,,,,,,,,,,,
19684,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.958904,,,,,,,,,,,,,,
19685,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.50137,,,,,,,,,,,,,,
19686,,,,,,"NO","NO","NO","YES","MALE","BLACK",6.564384,,,,,,,,,,,,,,
19687,,,,,,"NO","NO","NO","YES","MALE","WHITE",7.813699,,,,,,,,,,,,,,
19688,,,,"SMALL CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",6.961644,,,,,,,,,,,,,,
19689,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.758904,,,,,,,,,,,,,,
19690,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.093151,,,,,,,,,,,,,,
19691,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.663014,,,,,,,,,,,,,,
19692,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.326027,,,,,,,,,,,,,,
19693,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.69863,,,,,,,,,,,,,,
19694,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO",,,,,,,,,,,,,,,,,
19695,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.586301,,,,,,,,,,,,,,
19696,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.095891,,,,,,,,,,,,,,
19697,,,,"SMALL CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",5.082192,,,,,,,,,,,,,,
19698,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.057534,,,,,,,,,,,,,,
19699,,,,,,"NO","NO","YES","NO","MALE","WHITE",5.249315,,,,,,,,,,,,,,
19700,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",6.158904,,,,,,,,,,,,,,
19701,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.389041,,,,,,,,,,,,,,
19702,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","BLACK",7.693151,,,,,,,,,,,,,,
19703,,,,,,"NO","NO","YES","NO","MALE",,4.920548,,,,,,,,,,,,,,
19704,225585,22558502,"SMALL CLASS","SMALL CLASS",13,"YES","YES","YES","YES","MALE","WHITE",5.416439,"FEMALE","WHITE","BACHELORS",15,421,478,427,-.4511097,-.1069593,-.1509156,46,32,46,0
19705,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.715068,,,,,,,,,,,,,,
19706,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE",,,,,,,,,,,,,,,,
19707,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",7.115068,,,,,,,,,,,,,,
19708,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",5.767123,,,,,,,,,,,,,,
19709,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","FEMALE","BLACK",7.084931,,,,,,,,,,,,,,
19710,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.09863,,,,,,,,,,,,,,
19711,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.657534,,,,,,,,,,,,,,
19712,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","MALE","BLACK",5.213699,,,,,,,,,,,,,,
19713,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.30137,,,,,,,,,,,,,,
19714,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.372603,,,,,,,,,,,,,,
19715,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.906849,,,,,,,,,,,,,,
19716,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",7.616438,,,,,,,,,,,,,,
19717,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.408219,,,,,,,,,,,,,,
19718,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.115068,,,,,,,,,,,,,,
19719,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.821918,,,,,,,,,,,,,,
19720,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.419178,,,,,,,,,,,,,,
19721,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",6.868493,,,,,,,,,,,,,,
19722,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.69863,,,,,,,,,,,,,,
19723,244806,24480606,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",25,"YES","YES","NO","NO","FEMALE","BLACK",5.638356,"FEMALE","BLACK","BACHELORS",10,447,547,453,.3816572,1.370446,.5645999,88,68,71,1
19724,,,,,,"NO","NO","NO","YES","MALE",,6.438356,,,,,,,,,,,,,,
19725,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.139726,,,,,,,,,,,,,,
19726,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",7.378082,,,,,,,,,,,,,,
19727,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.849315,,,,,,,,,,,,,,
19728,,,,,,"NO","NO","NO","YES","MALE","BLACK",7.052055,,,,,,,,,,,,,,
19729,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.273973,,,,,,,,,,,,,,
19730,,,,,,"NO","NO","NO","YES","MALE","WHITE",7.20548,,,,,,,,,,,,,,
19731,,,,,,"NO","NO","NO","YES","MALE","WHITE",6.232877,,,,,,,,,,,,,,
19732,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",7.095891,,,,,,,,,,,,,,
19733,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",5.841096,,,,,,,,,,,,,,
19734,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.953424,,,,,,,,,,,,,,
19735,,,,,,"NO","NO","YES","NO","FEMALE",,5.087671,,,,,,,,,,,,,,
19736,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.443836,,,,,,,,,,,,,,
19737,,,,,,"NO","NO","YES","YES","MALE","BLACK",5.706849,,,,,,,,,,,,,,
19738,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.80274,,,,,,,,,,,,,,
19739,,,,,,"NO","NO","NO","YES","FEMALE","BLACK",6.816438,,,,,,,,,,,,,,
19740,,,,,,"NO","NO","YES","YES","MALE","BLACK",6.79452,,,,,,,,,,,,,,
19741,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.476712,,,,,,,,,,,,,,
19742,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.041096,,,,,,,,,,,,,,
19743,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","YES","MALE","WHITE",5.852055,,,,,,,,,,,,,,
19744,,,,,,"NO","NO","YES","YES","MALE","BLACK",4.756165,,,,,,,,,,,,,,
19745,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.520548,,,,,,,,,,,,,,
19746,,,,,,"NO","NO","NO","YES","MALE","BLACK",5.493151,,,,,,,,,,,,,,
19747,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.106849,,,,,,,,,,,,,,
19748,,,,,,"NO","NO","YES","YES","MALE","WHITE",5.753425,,,,,,,,,,,,,,
19749,,,,,,"NO","NO","YES","NO","FEMALE","BLACK",5.523288,,,,,,,,,,,,,,
19750,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","BLACK",5.326027,,,,,,,,,,,,,,
19751,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","BLACK",6.076712,,,,,,,,,,,,,,
19752,,,,,,"NO","NO","YES","NO","MALE",,4.835617,,,,,,,,,,,,,,
19753,,,,,,"NO","NO","YES","NO","FEMALE",,5.339726,,,,,,,,,,,,,,
19754,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.054794,,,,,,,,,,,,,,
19755,,,,,,"NO","NO","NO","YES","MALE","WHITE",4.816438,,,,,,,,,,,,,,
19756,,,,,,"NO","NO","YES","NO","MALE","BLACK",6.430137,,,,,,,,,,,,,,
19757,,,,"SMALL CLASS",,"NO","YES","NO","YES","MALE","BLACK",5.827397,,,,,,,,,,,,,,
19758,,,,,,"NO","NO","NO","YES","MALE","WHITE",7.10411,,,,,,,,,,,,,,
19759,,,,"REGULAR CLASS",,"NO","YES","YES","YES","MALE","BLACK",5.578082,,,,,,,,,,,,,,
19760,,,,,,"NO","NO","YES","YES","MALE","WHITE",6.575343,,,,,,,,,,,,,,
19761,221571,22157102,"SMALL CLASS",,15,"YES","NO","NO","NO","FEMALE","WHITE",6.512329,"FEMALE","WHITE","BACHELORS",3,408,478,391,-.8674932,-.1069593,-1.141629,46,16,6,1
19762,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","FEMALE","WHITE",6.490411,,,,,,,,,,,,,,
19763,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",6.336986,,,,,,,,,,,,,,
19764,,,,,,"NO","NO","YES","NO","FEMALE",,5.087671,,,,,,,,,,,,,,
19765,,,,"REGULAR CLASS",,"NO","YES","YES","NO","MALE","WHITE",6.315069,,,,,,,,,,,,,,
19766,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",6.054794,,,,,,,,,,,,,,
19767,,,,"SMALL CLASS",,"NO","YES","NO","NO","MALE","BLACK",5.942466,,,,,,,,,,,,,,
19768,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.827397,,,,,,,,,,,,,,
19769,,,,"SMALL CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",5.99726,,,,,,,,,,,,,,
19770,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",6.158904,,,,,,,,,,,,,,
19771,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.679452,,,,,,,,,,,,,,
19772,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.676713,,,,,,,,,,,,,,
19773,,,,,,"NO","NO","YES","NO","FEMALE","WHITE",5.827397,,,,,,,,,,,,,,
19774,262937,26293701,"REGULAR + AIDE CLASS","REGULAR CLASS",22,"YES","YES","YES","NO","FEMALE","ASIAN",5.723288,"FEMALE","WHITE","BACHELORS",16,565,528,593,4.161138,.963624,4.417376,81,100,100,0
19775,,,,,,"NO","NO","YES","NO","MALE","WHITE",5.679452,,,,,,,,,,,,,,
19776,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.693151,,,,,,,,,,,,,,
19777,,,,"REGULAR CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.734247,,,,,,,,,,,,,,
19778,244745,24474503,"REGULAR CLASS","REGULAR + AIDE CLASS",23,"YES","YES","NO","NO","MALE","WHITE",5.682192,"FEMALE","BLACK","BACHELORS",1,,,,,,,,,,1
19779,,,,,,"NO","NO","YES","YES","FEMALE","BLACK",5.958904,,,,,,,,,,,,,,
19780,,,,"REGULAR + AIDE CLASS",,"NO","YES","NO","NO","MALE","WHITE",5.934247,,,,,,,,,,,,,,
19781,169219,16921901,"SMALL CLASS","SMALL CLASS",13,"YES","YES","NO","NO","MALE","WHITE",5.879452,"FEMALE","WHITE","BACHELORS",14,,,,,,,,,,0
19782,168211,16821101,"REGULAR CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","NO","FEMALE","WHITE",5.775342,"FEMALE","WHITE","BACHELORS",10,483,547,502,1.534719,1.370446,1.913071,88,93,96,0
19783,166203,16620302,"REGULAR CLASS",,25,"YES","NO","NO","NO","FEMALE","WHITE",5.783562,"FEMALE","WHITE","MASTERS +",13,424,484,435,-.3550213,.0215107,.069243,50,37,55,0
19784,244745,24474501,"REGULAR + AIDE CLASS",,27,"YES","NO","NO","NO","MALE","BLACK",5.709589,"FEMALE","BLACK","BACHELORS",5,463,528,468,.8941291,.963624,.9773973,81,84,83,1
19785,,,,,,"NO","NO","NO","YES","MALE","WHITE",5.580822,,,,,,,,,,,,,,
19786,189378,18937804,"SMALL CLASS",,15,"YES","NO","YES","YES","FEMALE","WHITE",5.764384,"FEMALE","WHITE","BACHELORS",12,436,494,435,.0293327,.2356273,.069243,60,54,55,1
19787,189378,18937804,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","FEMALE","WHITE",5.717808,"FEMALE","WHITE","BACHELORS",12,413,463,405,-.7073457,-.4281343,-.7563518,33,22,20,0
19788,,,,,,"NO","NO","YES","YES","MALE","WHITE",4.942466,,,,,,,,,,,,,,
19789,,,,"REGULAR CLASS",,"NO","YES","YES","YES","FEMALE","WHITE",6.257534,,,,,,,,,,,,,,
19790,264945,26494505,"SMALL CLASS","SMALL CLASS",15,"YES","YES","YES","YES","MALE","WHITE",5.717808,"FEMALE","WHITE","MASTERS",8,448,528,468,.4136866,.963624,.9773973,81,70,83,0
19791,205490,20549002,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",24,"YES","YES","YES","NO","MALE","BLACK",6.657534,"FEMALE","WHITE","BACHELORS",11,411,405,410,-.7714047,-1.670011,-.6187527,3,20,26,0
19792,161183,16118304,"REGULAR + AIDE CLASS","REGULAR + AIDE CLASS",21,"YES","YES","YES","YES","FEMALE","WHITE",5.767123,"FEMALE","WHITE","MASTERS",10,445,547,449,.3175982,1.370446,.4545206,88,67,67,1
19793,257899,25789902,"SMALL CLASS",,17,"YES","NO","NO","NO","MALE","WHITE",5.934247,"FEMALE","WHITE","MASTERS",13,384,439,374,-1.636201,-.9420143,-1.609466,14,1,1,1
19794,244806,24480604,"REGULAR CLASS","REGULAR + AIDE CLASS",27,"YES","YES","YES","YES","FEMALE","BLACK",5.380822,"FEMALE","BLACK","BACHELORS",12,465,489,486,.9581881,.128569,1.472754,55,85,92,1
19795,257899,25789904,"REGULAR CLASS",,24,"YES","NO","NO","NO","MALE","WHITE",5.641096,"FEMALE","WHITE","MASTERS",12,447,520,444,.3816572,.7923307,.3169214,77,68,63,0
19796,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.657534,,,,,,,,,,,,,,
19797,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","YES","MALE","WHITE",7.649315,,,,,,,,,,,,,,
19798,244801,24480104,"SMALL CLASS",,16,"YES","NO","NO","NO","FEMALE","WHITE",5.619178,"FEMALE","WHITE","MASTERS",20,467,626,468,1.022247,3.061967,.9773973,99,86,83,0
19799,252885,25288504,"REGULAR + AIDE CLASS","REGULAR CLASS",20,"YES","YES","YES","YES","MALE","BLACK",5.545206,"FEMALE","WHITE","BACHELORS",9,434,468,444,-.0347263,-.321076,.3169214,37,52,63,1
19800,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.509589,,,,,,,,,,,,,,
19801,,,,,,"NO","NO","YES","YES","FEMALE","WHITE",5.583561,,,,,,,,,,,,,,
19802,,,,,,"NO","NO","NO","YES","FEMALE","WHITE",5.531507,,,,,,,,,,,,,,
19803,205489,20548901,"SMALL CLASS",,17,"YES","NO","NO","NO","FEMALE","WHITE",5.493151,"FEMALE","WHITE","BACHELORS",0,,473,405,-.2140177,-.2140177,-.7563518,41,,20,0
19804,244745,24474501,"REGULAR + AIDE CLASS","REGULAR CLASS",27,"YES","YES","YES","YES","MALE","WHITE",4.994521,"FEMALE","BLACK","BACHELORS",5,445,513,444,.3175982,.642449,.3169214,73,67,63,1
19805,,,,"REGULAR + AIDE CLASS",,"NO","YES","YES","NO","MALE","WHITE",5.564384,,,,,,,,,,,,,,
19806,169231,16923102,"SMALL CLASS","SMALL CLASS",15,"YES","YES","NO","NO","FEMALE","WHITE",5.268493,"FEMALE","WHITE","BACHELORS",9,424,478,440,-.3550213,-.1069593,.2068421,46,37,60,1
19807,205489,20548904,"SMALL CLASS",,16,"YES","NO","NO","NO","FEMALE","WHITE",5.454794,"FEMALE","WHITE","BACHELORS",10,425,444,405,-.3229918,-.834956,-.7563518,17,39,20,0
19808,,,,"REGULAR CLASS",,"NO","YES","NO","NO","FEMALE","WHITE",5.452055,,,,,,,,,,,,,,
